PIP CODE,CAV CODE,PRODUCT DESCRIPTION,PACK SIZE,CATEGORY
5020946,OFL405,Ofloxacin Tabs 400mg      ,5,GENERIC
1116813,HYDOIN,Oily Cream / Hydrous Ointment 500g,1,GENERIC
8439994,OLAD10,Olanzapine Oro Disp Tabs 10mg S/F                    ,28,GENERIC
8440166,OLAD15,Olanzapine Oro Disp Tabs 15mg S/F                ,28,GENERIC
8440174,OLAD20,Olanzapine Oro Disp Tabs 20mg S/F                 ,28,GENERIC
8439986,OLAD5,Olanzapine Oro Disp Tabs 5mg S/F                 ,28,GENERIC
8409153,OLD10,Olanzapine Orodisp Tab 10mg,28,GENERIC
8409138,OLD20,Olanzapine Orodisp Tab 20mg,28,GENERIC
8409161,OLD5,Olanzapine Orodisp Tab 5mg,28,GENERIC
8441123,OLA10,Olanzapine Tabs 10mg                                     ,28,GENERIC
8441172,OLA15,Olanzapine Tabs 15mg                                     ,28,GENERIC
8440182,OLA25,Olanzapine Tabs 2.5mg                                    ,28,GENERIC
8439978,OLA20,Olanzapine Tabs 20mg                                     ,28,GENERIC
8440190,OLA5,Olanzapine Tabs 5mg                                       ,28,GENERIC
6331029,OLA78,Olanzapine Tabs 7.5mg                                    ,28,GENERIC
8100075,OLIDROP,Olive Ear Drops,10ml,GENERIC
8139206,OLME10,Olmesartan Tabs 10mg,28,GENERIC
8139222,OLME20,Olmesartan Tabs 20mg,28,GENERIC
8139172,OLME40,Olmesartan Tabs 40mg,28,GENERIC
6838528,OMEG28,Omega 3 Caps 1000mg (S/Shasun)          ,28,GENERIC
1128016,OMC128,Omeprazole Caps 10mg,28,GENERIC
8099087,OMC12S,Omeprazole Caps 10mg,28,GENERIC
6274377,OMC28T,Omeprazole Caps 20mg,28,GENERIC
1128073,OMC228,Omeprazole Caps 20mg,28,GENERIC
1132554,OMC407,Omeprazole Caps 40mg,7,GENERIC
1141209,OMC428,Omeprazole Caps 40mg,28,GENERIC
8092710,OMD128,Omeprazole Disp Tabs 10mg,28,GENERIC
8092728,OMD228,Omeprazole Disp Tabs 20mg,28,GENERIC
8092702,OMD407,Omeprazole Disp Tabs 40mg,7,GENERIC
1236785,OMS275,Omeprazole Pdr Susp 2mg/ml,75ml,GENERIC
1236793,OMS475,Omeprazole Pdr Susp 4mg/ml,75ml,GENERIC
1128024,OMT128,Omeprazole Tabs 10mg,28,GENERIC
1128032,OMT228,Omeprazole Tabs 20mg,28,GENERIC
1128040,OMT407,Omeprazole Tabs 40mg,7,GENERIC
8113383,OND430,Ondansetron Tabs 4mg,30,GENERIC
1132596,OND4,Ondansetron Tabs 4mg,30,GENERIC
1132604,OND8,Ondansetron Tabs 8mg,10,GENERIC
1203959,ORL120,Orlistat Caps 120mg,84,GENERIC
7119597,ORPH50,Orphenadrine SF Soln 50mg/5ml,150ml,GENERIC
1164540,OXAZ10,Oxazepam Tabs 10mg ,28,GENERIC
1164557,OXAZ15,Oxazepam Tabs 15mg,28,GENERIC
8461501,OXC150,Oxcarbazepine Tabs 150mg                  ,50,GENERIC
8461519,OXC300,Oxcarbazepine Tabs 300mg                    ,50,GENERIC
8441867,OXC600,Oxcarbazepine Tabs 600mg                  ,50,GENERIC
1151547,OXY256,Oxybutynin Tabs 2.5mg                            ,56,GENERIC
1117886,OXY25,Oxybutynin Tabs 2.5mg                            ,84,GENERIC
1151562,OXY584,Oxybutynin Tabs 5mg    ,84,GENERIC
1151554,OXY556,Oxybutynin Tabs 5mg                            ,56,GENERIC
1108927,OXY228,Oxytetracycline Tabs 250mg,28,GENERIC
1159656,PANT28,Pantoprazole Tabs 20mg EC                    ,28,GENERIC
1159664,PANT48,Pantoprazole Tabs 40mg EC                    ,28,GENERIC
6835102,PACL32,Paracetamol Caplets 500mg,32,GENERIC
1108935,PAR100,Paracetamol Caplets 500mg ,100,GENERIC
8399149,PAR32T,Paracetamol Caplets 500mg (Sanofi) ,32,GENERIC
6835110,PAR32C,Paracetamol Capsules 500mg,32,GENERIC
8384299,PARC10,Paracetamol Capsules 500mg,100,GENERIC
6272108,PAR22S,Paracetamol SF Susp 250mg/5ml ,200ml,GENERIC
1110816,PSOL10,Paracetamol Sol S/F Tab 500mg Alm,100,GENERIC
8088056,PARS16,Paracetamol Soluble Tabs 500mg,16,GENERIC
8459380,PAR60K,Paracetamol Soluble Tabs 500mg,60,GENERIC
6290514,PAR24K,Paracetamol Soluble Tabs 500mg                      ,24,GENERIC
8095721,PARSUP12,Paracetamol Suppository 120mg,10,GENERIC
8095804,PARSUP24,Paracetamol Suppository 240mg,10,GENERIC
8084907,PARSUP1,Paracetamol Supps 125mg,10,GENERIC
8083107,PARSUP2,Paracetamol Supps 250mg,10,GENERIC
8095812,PARSUP5,Paracetamol Supps 500mg,10,GENERIC
6328363,PARAS1,Paracetamol Susp 120mg/5ml ,100ml,GENERIC
7118664,PAR1SF,Paracetamol Susp 120mg/5ml SF,100ml,GENERIC
7118672,PARA21,Paracetamol Susp 250mg/5ml,100ml,GENERIC
7012784,PARS25,Paracetamol Susp 250mg/5ml,500ml,GENERIC
7126485,PAR516,Paracetamol Tabs 500mg,16,GENERIC
7018393,PAR510,Paracetamol Tabs 500mg,1000,GENERIC
8398687,PAR501,Paracetamol Tabs 500mg (Sanofi),100,GENERIC
8131419,PAR10,Paroxetine Tabs 10mg                                                      ,28,GENERIC
1118058,PAR30,Paroxetine Tabs 20mg,30,GENERIC
1118041,PAR330,Paroxetine Tabs 30mg,30,GENERIC
8150096,PAR40,Paroxetine Tabs 40mg,30,GENERIC
8438426,PEPOIL,Peppermint Oil Caps 0.2ml                                 ,84,GENERIC
6833834,PER2A,Perindopril Tabs 2mg,30,GENERIC
6833818,PER4A,Perindopril Tabs 4mg,30,GENERIC
6831903,PER8A,Perindopril Tabs 8mg,30,GENERIC
6834725,PERCRM,Permethrin Cream 5% 30g,1,GENERIC
7028186,PHE128,Phenobarbital Tabs 15mg                     ,28,GENERIC
1152164,PHE328,Phenobarbital Tabs 30mg                    ,28,GENERIC
7148919,PHE628,Phenobarbital Tabs 60mg,28,GENERIC
8007965,PENS1S,Phenoxymethylpenicillin Syrup 125mg,100ml,GENERIC
1117746,PENS12,Phenoxymethylpenicillin Syrup 125mg,100ml,GENERIC
1196211,PENSF1,Phenoxymethylpenicillin Syrup 125mg SF             ,100ml,GENERIC
8381956,PENS1F,Phenoxymethylpenicillin Syrup 125mg SF             ,100ml,GENERIC
1117738,PENS25,Phenoxymethylpenicillin Syrup 250mg,100ml,GENERIC
1196229,PENSF2,Phenoxymethylpenicillin Syrup 250mg SF             ,100ml,GENERIC
1110824,PEN28N,Phenoxymethylpenicillin Tabs 250mg,28,GENERIC
1202738,PHE101,Phenytoin Sodium Tabs (Teva) 100mg,28,GENERIC
7018856,PILO1,Pilocarpine Eye Drops 1%,10ml,GENERIC
7018864,PILO2,Pilocarpine Eye Drops 2%,10ml,GENERIC
7018880,PILO4,Pilocarpine Eye Drops 4%,10ml,GENERIC
8424277,PIOG15,Pioglitazone Tabs 15mg                                  ,28,GENERIC
8424285,PIOG30,Pioglitazone Tabs 30mg                                  ,28,GENERIC
8422859,PIOG45,Pioglitazone Tabs 45mg                                  ,28,GENERIC
7118342,PIR156,Piroxicam Caps 10mg,56,GENERIC
7027998,PIR228,Piroxicam Caps 20mg,28,GENERIC
7025083,PIRG10,Piroxicam Gel 0.5% 112g,1,GENERIC
7025109,PIRG60,Piroxicam Gel 0.5% 60g,1,GENERIC
1132570,PIZ05,Pizotifen Tabs 0.5mg,28,GENERIC
1132562,PIZ15,Pizotifen Tabs 1.5mg,28,GENERIC
8127557,PRAM88,Pramipexole Tabs 0.088mg                                       ,30,GENERIC
8130999,PRAM13,Pramipexole Tabs 0.18mg                                         ,30,GENERIC
6287395,PR26PR,Pramipexole Tabs 0.26mg PR,30,GENERIC
8131187,PRAM33,Pramipexole Tabs 0.35mg                                         ,30,GENERIC
6287403,PR52PR,Pramipexole Tabs 0.52mg PR,30,GENERIC
8130551,PRAM73,Pramipexole Tabs 0.7mg                                           ,30,GENERIC
6287445,PR05PR,Pramipexole Tabs 1.05mg PR,30,GENERIC
8007957,PRAS10,Prasugrel Tab 10mg,28,GENERIC
8007940,PRAS5,Prasugrel Tab 5mg,28,GENERIC
1115989,PRA128,Pravastatin Tabs 10mg,28,GENERIC
1115963,PRA228,Pravastatin Tabs 20mg,28,GENERIC
1115971,PRA428,Pravastatin Tabs 40mg,28,GENERIC
8097388,PREDSOL,Prednisolone Soluble Tab 5mg,30,GENERIC
8460784,PRE1MG,Prednisolone Tabs 1mg,28,GENERIC
1110832,PRE128,Prednisolone Tabs 1mg,28,GENERIC
1164599,PRED22,Prednisolone Tabs 2.5mg GR,28,GENERIC
6332100,PRED23,Prednisolone Tabs 2.5mg GR                          ,30,GENERIC
8429987,PRED25,Prednisolone Tabs 25mg,56,GENERIC
1110840,PRED28,Prednisolone Tabs 5mg,28,GENERIC
8017147,PRED28S,Prednisolone Tabs 5mg,28,GENERIC
1164607,PRED55,Prednisolone Tabs 5mg GR,28,GENERIC
6332068,PRED53,Prednisolone Tabs 5mg GR                           ,30,GENERIC
8071250,PREG184,Pregabalin Caps 100mg,84,GENERIC
8071268,PREG155,Pregabalin Caps 150mg,56,GENERIC
8071276,PREG284,Pregabalin Caps 200mg,84,GENERIC
8081127,PREG225,Pregabalin Caps 225mg,56,GENERIC
8071292,PREG255,Pregabalin Caps 25mg,56,GENERIC
8071227,PREG258,Pregabalin Caps 25mg,84,GENERIC
8071284,PREG356,Pregabalin Caps 300mg,56,GENERIC
8071235,PREG584,Pregabalin Caps 50mg,84,GENERIC
8071243,PREG756,Pregabalin Caps 75mg,56,GENERIC
8395600,PRIM25,Primidone (SERB) Tab 250mg,100,GENERIC
8395634,PRIM50,Primidone (SERB) Tab 50mg,100,GENERIC
8382863,PROBUC,Prochlorperazine Buccal Tab 3mg,50,GENERIC
1139872,PROC28,Prochlorperazine Tabs 5mg,28,GENERIC
7164924,PROC84,Prochlorperazine Tabs 5mg,84,GENERIC
1187673,PROCY2,Procyclidine Tabs 5mg    ,28,GENERIC
8096869,PROCY1,Procyclidine Tabs 5mg    ,100,GENERIC
7118813,PROML2,Promazine Syrup 25mg/5ml,150ml,GENERIC
1159649,PROS28,Propranolol Caps 160mg SR (Bedranol),28,GENERIC
8113417,PROS80,Propranolol Caps 80mg SR,28,GENERIC
1110048,PRO128,Propranolol Tabs 10mg,28,GENERIC
1110030,PRO428,Propranolol Tabs 40mg,28,GENERIC
7150519,PRO856,Propranolol Tabs 80mg,56,GENERIC
8097834,PROP56,Propylthiouracil Tabs 50mg                       ,56,GENERIC
7013956,PROP50,Propylthiouracil Tabs 50mg                       ,100,GENERIC
8092678,PYRD6,Pyridostigmine Tabs 60mg,200,GENERIC
8411134,PYR10,Pyridoxine Tabs 10mg                                ,28,GENERIC
8146953,PYR528,Pyridoxine Tabs 50mg,28,GENERIC
6291736,QUET10,Quetiapine Tabs 100mg                                      ,60,GENERIC
6291769,QUET15,Quetiapine Tabs 150mg                                      ,60,GENERIC
6292544,QU15XL,Quetiapine Tabs 150mg XL                                    ,60,GENERIC
6291777,QUET20,Quetiapine Tabs 200mg                                      ,60,GENERIC
6292551,QU20XL,Quetiapine Tabs 200mg XL                                 ,60,GENERIC
6291710,QUET25,Quetiapine Tabs 25mg                                        ,60,GENERIC
6291702,QUET30,Quetiapine Tabs 300mg                                      ,60,GENERIC
6292585,QU30XL,Quetiapine Tabs 300mg XL                                ,60,GENERIC
6292601,QU40XL,Quetiapine Tabs 400mg XL                                ,60,GENERIC
6292726,QU50XL,Quetiapine Tabs 50mg XL                                      ,60,GENERIC
1153055,QUB328,Quinine Bisulphate Tabs 300mg,28,GENERIC
1110857,QUI228,Quinine Sulphate Tabs 200mg,28,GENERIC
1110865,QUI328,Quinine Sulphate Tabs 300mg,28,GENERIC
8093007,RAB10,Rabeprazole Tabs 10mg                                                    ,28,GENERIC
8092991,RAB20,Rabeprazole Tabs 20mg                                                     ,28,GENERIC
8109753,RAL628,Raloxifene Tabs 60mg                                                ,28,GENERIC
1117845,RAMC12,Ramipril Caps 1.25mg,28,GENERIC
6834204,RAMC1S,Ramipril Caps 1.25mg,28,GENERIC
1117878,RAMC10,Ramipril Caps 10mg,28,GENERIC
6834196,RAM10S,Ramipril Caps 10mg,28,GENERIC
1117852,RAMC25,Ramipril Caps 2.5mg,28,GENERIC
6834212,RAMC2S,Ramipril Caps 2.5mg,28,GENERIC
1117860,RAMC5,Ramipril Caps 5mg,28,GENERIC
6834220,RAMC5S,Ramipril Caps 5mg,28,GENERIC
6290688,RAM125,Ramipril Tabs 1.25mg,28,GENERIC
6290670,RAM10,Ramipril Tabs 10mg,28,GENERIC
6290654,RAM25,Ramipril Tabs 2.5mg,28,GENERIC
6290662,RAM5,Ramipril Tabs 5mg,28,GENERIC
7056203,RAN300,Ranitidine Tab 300mg,30,GENERIC
8430456,RAS128,Rasagiline Tab 1mg,28,GENERIC
8426363,REPA53,Repaglinide Tabs 0.5mg                   ,30,GENERIC
8426371,REPA59,Repaglinide Tabs 0.5mg                   ,90,GENERIC
8426389,REPA13,Repaglinide Tabs 1mg                      ,30,GENERIC
8426397,REPA19,Repaglinide Tabs 1mg                      ,90,GENERIC
8426348,REPA29,Repaglinide Tabs 2mg                      ,90,GENERIC
8091902,RIL50,Riluzole Tabs 50mg                                                       ,56,GENERIC
8129173,RISE30,Risedronate Tabs 30mg                                      ,28,GENERIC
1170562,RISE35,Risedronate Tabs 35mg                                      ,4,GENERIC
8128670,RISE5,Risedronate Tabs 5mg                                        ,28,GENERIC
1139229,RISPLQ,Risperidone Liquid SF 1mg/1ml                ,100ml,GENERIC
8126708,RISP05M,Risperidone Tabs 0.5mg,20,GENERIC
1159094,RISP05,Risperidone Tabs 0.5mg,20,GENERIC
8016792,RIS12S,Risperidone Tabs 1mg,20,GENERIC
1159102,RIS120,Risperidone Tabs 1mg,20,GENERIC
8464216,RIS16S,Risperidone Tabs 1mg,60,GENERIC
1159110,RIS160,Risperidone Tabs 1mg,60,GENERIC
1159128,RIS260,Risperidone Tabs 2mg,60,GENERIC
8119315,RIS36S,Risperidone Tabs 3mg,60,GENERIC
1159136,RIS360,Risperidone Tabs 3mg,60,GENERIC
8119273,RIS46S,Risperidone Tabs 4mg,60,GENERIC
1159144,RIS460,Risperidone Tabs 4mg,60,GENERIC
1159367,RIS628,Risperidone Tabs 6mg,28,GENERIC
1215995,RIVAP4,Riva Almuriva Patch 4.6mg ALM,30,GENERIC
1216001,RIVAP9,Riva Almuriva Patch 9.5mg ALM,30,GENERIC
8465692,RIVA15,Rivastigmine Caps 1.5mg                                       ,28,GENERIC
8465726,RIVA3,Rivastigmine Caps 3mg                                       ,28,GENERIC
8465734,RIVA45,Rivastigmine Caps 4.5mg                                       ,28,GENERIC
8465759,RIVA6,Rivastigmine Caps 6mg                                          ,28,GENERIC
8385346,RIZO13,Rizatriptan ODT Tabs 10mg                                 ,3,GENERIC
8385361,RIZO16,Rizatriptan ODT Tabs 10mg                                 ,6,GENERIC
8385338,RIZA16,Rizatriptan Tabs 10mg                                         ,6,GENERIC
8385395,RIZA13,Rizatriptan Tabs 10mg                                         ,3,GENERIC
8385387,RIZA5,Rizatriptan Tabs 5mg                                           ,6,GENERIC
8158024,ROP025,Ropinirole Tabs 0.25mg,12,GENERIC
8158016,ROP05,Ropinirole Tabs 0.5mg,28,GENERIC
8158032,ROP184,Ropinirole Tabs 1mg                                   ,84,GENERIC
8158057,ROP284,Ropinirole Tabs 2mg                                   ,84,GENERIC
8436602,ROPXL2,Ropinirole Tabs 2mg  XL (Ralnea)                                       ,28,GENERIC
8436305,ROPXL4,Ropinirole Tabs 4mg  XL (Ralnea)                                         ,28,GENERIC
8158008,ROP584,Ropinirole Tabs 5mg,84,GENERIC
8436610,ROPXL8,Ropinirole Tabs 8mg  XL (Ralnea)                                         ,28,GENERIC
6838247,ROS10,Rosuvastatin Tab 10mg,28,GENERIC
6838262,ROS20,Rosuvastatin Tab 20mg,28,GENERIC
6838213,ROS40,Rosuvastatin Tab 40mg,28,GENERIC
6838239,ROS5,Rosuvastatin Tab 5mg,28,GENERIC
8118093,SALN2,Salamol Steri-Nebs 2.5mg,20,GENERIC
8118143,SALN5,Salamol Steri-Nebs 5mg,20,GENERIC
7126139,SALCFC,Salbutamol Inhaler CFC Free,200 dse,GENERIC
8438889,SALBR2,Salbutamol Solution 2.5mg ,20,GENERIC
8438871,SALBR5,Salbutamol Solution 5mg  ,20,GENERIC
7148927,SAL228,Salbutamol Tabs 2mg,28,GENERIC
7148943,SAL428,Salbutamol Tabs 4mg,28,GENERIC
1109909,SALNAS,Saline Nasal Drops (NO PL),10ml,GENERIC
8443152,SALSOL,Saline Nebuliser Solution 2.5ml,20,GENERIC
8118077,STRSAL,Saline Steri-Nebs 2.5ml,20,GENERIC
6273478,SALM25,Salmeterol Inhaler CFC Free (Neovent)                   ,120 dse,GENERIC
1136456,SEN60,Senna Tabs 7.5mg,60,GENERIC
4040598,SER12,Sereflo Inh 25mcg/125mcg,120dse,GENERIC
4040606,SER25,Sereflo Inh 25mcg/250mcg,120dse,GENERIC
1132612,SERT10,Sertraline Tabs 100mg,28,GENERIC
1132620,SERT50,Sertraline Tabs 50mg,28,GENERIC
6835698,SEV800,Sevelamer Carbonate Tab 800mg,180,GENERIC
1219971,SIL104,Sildenafil Tabs 100mg,4,GENERIC
1219963,SIL108,Sildenafil Tabs 100mg,8,GENERIC
1218601,SIL254,Sildenafil Tabs 25mg,4,GENERIC
1218619,SIL258,Sildenafil Tabs 25mg,8,GENERIC
1219955,SIL504,Sildenafil Tabs 50mg,4,GENERIC
1219989,SIL508,Sildenafil Tabs 50mg,8,GENERIC
792457,SIMEYE,Simple Eye Ointment,4g,GENERIC
1110899,SIM10,Simvastatin Tabs 10mg,28,GENERIC
8454050,SIM10A,Simvastatin Tabs 10mg,28,GENERIC
1110907,SIM20,Simvastatin Tabs 20mg,28,GENERIC
8439663,SIM20A,Simvastatin Tabs 20mg,28,GENERIC
1110915,SIM40,Simvastatin Tabs 40mg,28,GENERIC
8439671,SIM4S,Simvastatin Tabs 40mg,28,GENERIC
1110923,SIM80,Simvastatin Tabs 80mg,28,GENERIC
3978574,SIR125,Sirdupla MDI 25/125mcg,120 dse,GENERIC
3978582,SIR250,Sirdupla MDI 25/250mcg,120 dse,GENERIC
8123424,SODC20,Sod Chlor PF Irrig soln 0.9% 20ml,25,GENERIC
1210616,SOB50N,Sodium Bicarbonate Caps 500mg   ,56,GENERIC
796649,SODEAR,Sodium Bicarbonate Ear Drops,10ml,GENERIC
8455271,SOB61N,Sodium Bicarbonate Tabs 600mg (NO PL)     ,100,GENERIC
769620,SOD110,Sodium Chloride Inj BP 10ml,10,GENERIC
769638,SOD510,Sodium Chloride Inv Inj 0.09 5ml,10,GENERIC
8121865,SOCR10,Sodium Cromoglicate Eye Drops 2%,10ml,GENERIC
7042724,SOCRED,Sodium Cromoglicate Eye Drops 2%,13.5ml,GENERIC
8442063,SODTP2,Sodium Fluoride T/Paste 2800PPM,75ml,GENERIC
8442055,SODTP5,Sodium Fluoride T/Paste 5000PPM,51gm,GENERIC
7017031,SDVLQD,Sodium Valproate Liquid 200mg,300ml,GENERIC
7015548,SDV200,Sodium Valproate Tabs 200mg,100,GENERIC
7017023,SDV500,Sodium Valproate Tabs 500mg,100,GENERIC
8011488,SOL130,Solifenacin Tab 10mg,30,GENERIC
8011496,SOL530,Solifenacin Tab 5mg,30,GENERIC
4098638,SOP100,Soprobec (Beclo) Press Inh 100mcg,200dse,GENERIC
4098646,SOP200,Soprobec (Beclo) Press Inh 200mcg,200dse,GENERIC
1134725,SOT160,Sotalol Tabs 160mg,28,GENERIC
1134709,SOT40,Sotalol Tabs 40mg,28,GENERIC
1134717,SOT80,Sotalol Tabs 80mg,28,GENERIC
8453797,SPI12S,Spironolactone Tabs 100mg,28,GENERIC
1115880,SPI128,Spironolactone Tabs 100mg,28,GENERIC
1115864,SPI228,Spironolactone Tabs 25mg,28,GENERIC
1115872,SPI528,Spironolactone Tabs 50mg,28,GENERIC
1134758,SUL512,Sulfasalazine Tabs 500mg,112,GENERIC
6326250,SUL512EC,Sulfasalazine Tabs 500mg EC                             ,112,GENERIC
7164908,SUP230,Sulpiride Tabs 200mg,30,GENERIC
7112279,SUP430,Sulpiride Tabs 400mg,30,GENERIC
8113235,SUMAPF,Sumatriptan PFS 6mg/0.5ml,2,GENERIC
1117126,SUMA10,Sumatriptan Tabs 100mg,6,GENERIC
1117118,SUMA50,Sumatriptan Tabs 50mg,6,GENERIC
6276687,TADA10,Tadalafil Tab 10mg,4,GENERIC
6276679,TADA25,Tadalafil Tab 2.5mg,28,GENERIC
6276638,TADA24,Tadalafil Tab 20mg,4,GENERIC
6274369,TADA28,Tadalafil Tab 20mg,8,GENERIC
6276372,TADA5,Tadalafil Tab 5mg,28,GENERIC
1048909,TAM10,Tamoxifen Tabs 10mg,30,GENERIC
1048925,TAM20,Tamoxifen Tabs 20mg,30,GENERIC
8024416,TAM40P,Tamsulosin PR Caps 400mcg ,30,GENERIC
8156895,TAM40T,Tamsulosin Tabs 400mcg XL                               ,30,GENERIC
6277685,TEL228,Telmisartan Tabs 20mg                                        ,28,GENERIC
6277719,TEL428,Telmisartan Tabs 40mg                                        ,28,GENERIC
6277677,TEL828,Telmisartan Tabs 80mg                                        ,28,GENERIC
6325658,TELHC4,Telmisartan Tabs HCTZ 40/12.5mg,28,GENERIC
6325666,TELHC8,Telmisartan Tabs HCTZ 80/12.5mg,28,GENERIC
7050305,TEMS30,Temazepam Syrup 10mg SF,300ml,GENERIC
1219831,TEM128,Temazepam Tabs 10mg,28,GENERIC
7013485,TEMT10,Temazepam Tabs 10mg,500,GENERIC
1219823,TEM228,Temazepam Tabs 20mg,28,GENERIC
7013493,TEMT20,Temazepam Tabs 20mg,250,GENERIC
7027105,TER128,Terazosin Tabs 10mg,28,GENERIC
7027089,TER228,Terazosin Tabs 2mg,28,GENERIC
7027097,TER528,Terazosin Tabs 5mg,28,GENERIC
5023767,TERC15,Terbinafine Cream 1%,15gm,GENERIC
5023775,TERC30,Terbinafine Cream 1%,30gm,GENERIC
1136449,TERB14,Terbinafine Tabs 250mg,14,GENERIC
1132588,TERB28,Terbinafine Tabs 250mg,28,GENERIC
1151596,TET528,Tetracycline Tabs 250mg,28,GENERIC
8113102,THI128,Thiamine Tabs 100mg ,28,GENERIC
1140359,THIA10L,Thiamine Tabs 100mg (Tyvera) ,100,GENERIC
8113094,THI528,Thiamine Tabs 50mg,28,GENERIC
1140342,THIA50L,Thiamine Tabs 50mg (Tyvera) ,100,GENERIC
5023841,TIB228,Tibolone Tabs 2.5mg                                           ,28,GENERIC
6292460,TIB284,Tibolone Tabs 2.5mg                                           ,84,GENERIC
8461659,TIMO25,Timolol Eye Drops 0.25%,5ml,GENERIC
8461642,TIMO50,Timolol Eye Drops 0.5%,5ml,GENERIC
6271084,TIMO10,Timolol Tabs 10mg                                                       ,30,GENERIC
8096554,TIOCONAZ,Tioconazole Nail Lacq 283mg/ml,12ml,GENERIC
1212240,TIO10,Tiotropium Inh Powder (Braltus)10mcg,30,GENERIC
4178729,TIO183,Tiotropium Cap 18mcg,30,GENERIC
4178711,TIO186,Tiotropium Cap 18mcg,60,GENERIC
6834790,TIZ212,Tizanidine Tabs 2mg,120,GENERIC
6834808,TIZ412,Tizanidine Tabs 4mg,120,GENERIC
1117373,TOL528,Tolbutamide Tabs 500mg,28,GENERIC
8442188,TOLF20,Tolfenamic Acid Tab 200mg,10,GENERIC
1202712,TOL4XL,Tolterodine Caps 4mg XL                                              ,28,GENERIC
1202597,TOL156,Tolterodine Tabs 1mg                                                   ,56,GENERIC
1202605,TOL256,Tolterodine Tabs 2mg                                                    ,56,GENERIC
8436230,TOPI10,Topiramate Tabs 100mg                                ,60,GENERIC
8436172,TOPI20,Topiramate Tabs 200mg                                ,60,GENERIC
8436214,TOPI25,Topiramate Tabs 25mg                                 ,60,GENERIC
8436222,TOPI50,Topiramate Tabs 50mg                                 ,60,GENERIC
8085128,TRAPAR,Tramadol / Paracetamol Tabs 37.5/325mg                     ,60,GENERIC
6800429,TRAC10,Tramadol Caps 100mg MR (Tramquel)                     ,60,GENERIC
6800403,TRAC15,Tramadol Caps 150mg MR (Tramquel)                        ,60,GENERIC
6800411,TRAC20,Tramadol Caps 200mg MR (Tramquel)                         ,60,GENERIC
1140128,TRAM30,Tramadol Caps 50mg,30,GENERIC
8082745,TRAM3N,Tramadol Caps 50mg,30,GENERIC
1115898,TRAM50,Tramadol Caps 50mg,100,GENERIC
6800395,TRAC50,Tramadol Caps 50mg MR  (Tramquel)                    ,60,GENERIC
6335038,TRAM10,Tramadol Tabs 100mg SR,60,GENERIC
6335046,TRAM15,Tramadol Tabs 150mg SR,60,GENERIC
6335053,TRAM20,Tramadol Tabs 200mg SR,60,GENERIC
8076572,TRAND5,Trandolapril Caps 0.5mg,14,GENERIC
8076564,TRAND1,Trandolapril Caps 1mg,28,GENERIC
8076580,TRAND2,Trandolapril Caps 2mg,28,GENERIC
8076549,TRAND4,Trandolapril Caps 4mg,28,GENERIC
1159672,TRA500,Tranexamic Acid Tabs 500mg,60,GENERIC
8146797,TRAV40,Travoprost Eye drops 40mcg/ml,2.5ml,GENERIC
7125081,TRA100,Trazodone Caps 100mg,56,GENERIC
7125099,TRA50,Trazodone Caps 50mg,84,GENERIC
8386617,TRALQD,Trazodone Liquid 50mg/5ml                   ,120ml,GENERIC
7125107,TRA150,Trazodone Tabs 150mg,28,GENERIC
6805865,BEN284,Trihexyphenidyl Tabs 2mg,84,GENERIC
6805857,BEN584,Trihexyphenidyl Tabs 5mg,84,GENERIC
1151588,TRIS50,Trimethoprim Susp 50mg,100ml,GENERIC
1109685,TRI128,Trimethoprim Tabs 100mg,28,GENERIC
8459398,TRI206,Trimethoprim Tabs 200mg,6,GENERIC
1109677,TRI214,Trimethoprim Tabs 200mg,14,GENERIC
8424335,TROSP20,Trospium Chloride FC Tab 20mg,60,GENERIC
7092414,URS250,Ursodeoxycholic Acid Caps 250mg,60,GENERIC
7092422,URS150,Ursodeoxycholic Acid Tabs 150mg,60,GENERIC
4160313,VAGR10,Vagirux 10mcg Vaginal Tablets,24,GENERIC
8158321,VAL542,Valaciclovir Tabs 500mg                         ,42,GENERIC
8015836,VALPS250,Valproic Acid (Belvo) Tabs 250mg,30,GENERIC
8015828,VALPS500,Valproic Acid (Belvo) Tabs 500mg,30,GENERIC
4140760,VALP250,Valproic acid (Syonell) 250mg,30,GENERIC
4140778,VALP500,Valproic acid (Syonell) 500mg,30,GENERIC
8466211,VAL16C,Valsartan Caps 160mg                                          ,28,GENERIC
8466237,VAL40C,Valsartan Caps 40mg                                            ,28,GENERIC
8466229,VAL80C,Valsartan Caps 80mg                                            ,28,GENERIC
8466195,VAL12H,Valsartan Tabs 160/12.5mg HCTZ                        ,28,GENERIC
8466161,VAL25H,Valsartan Tabs 160/25mg HCTZ                           ,28,GENERIC
5024773,VAL16T,Valsartan Tabs 160mg                                            ,28,GENERIC
8466245,VAL320,Valsartan Tabs 320mg                                          ,28,GENERIC
8466179,VAL40,Valsartan Tabs 40mg                                            ,7,GENERIC
8466203,VAL80H,Valsartan Tabs 80/12.5mg HCTZ                          ,28,GENERIC
5024765,VAL80T,Valsartan Tabs 80mg                                            ,28,GENERIC
6332449,VAN125,Vancomycin Caps 125mg,28,GENERIC
6332431,VAN250,Vancomycin Caps 250mg,28,GENERIC
8000226,VAR10,Vardenafil FC Tab 10mg,4,GENERIC
8000234,VAR20,Vardenafil FC Tab 20mg,4,GENERIC
